IAI(id) towaru,Kod producenta (ten z produktu prawdziwy),Opis Polski,Opis Niemiecki
15759,5060122490665,"APPLAWS Chicken Breast With Salmon And Vegetables 156g Skład:Pierś z kurczaka 28%, Rosół z kurczaka 26%, Łosoś 17%, Dynia 8%, Marchewka 8%, Zielony groszek 8%, Ryż 5%, Analiza Składu:Białko 13%, Popiół surowy 2%, Oleje i tłuszcze surowe 0,3%, Włókno surowe 1%, Wilgotność 82%, Dawkowanie: Waga psa: do 5 kg- 2 puszki.: Waga psa: 5 - 10 kg- 3 puszki.","APPLAWS Hühnerbrust mit Lachs und Gemüse 156g Zusammensetzung:Hühnerbrust 28%, Hühnerbrühe 26%, Lachs 17%, Kürbis 8%, Karotten 8%, Grüne Erbsen 8%, Reis 5%, Analyse der Zusammensetzung:Eiweiß 13%, Rohasche 2%, Rohöle und -fette 0,3%, Rohfaser 1%, Feuchtigkeit 82%, Dosierung: Hundegewicht: bis zu 5 kg - 2 Dosen: Gewicht des Hundes: 5 - 10 kg- 3 Dosen."
15758,5060122490641,"APPLAWS Chicken Breast With Vegetables 156g Skład: Pierś z kurczaka 45%, Rosół z kurczaka 26%, Dynia 8%, Marchewka 8%, Groszek 8%, Ryż 5%, Analiza Składu: Białko 13%, Popiół surowy 2%, Oleje i tłuszcze surowe 0,3%, Włókno surowe 1%, Wilgotność 82%, Dawkowanie: Waga psa: do 5kg- 2 puszki. Waga psa: 5-10kg- 3 puszki.","APPLAWS Hähnchenbrust mit Gemüse 156g Zusammensetzung: Hühnerbrust 45 %, Hühnerbrühe 26 %, Kürbis 8 %, Karotten 8 %, Erbsen 8 %, Reis 5 %, Analyse der Zusammensetzung: Eiweiß 13 %, Rohasche 2 %, Rohöle und -fette 0,3 %, Rohfaser 1 %, Feuchtigkeit 82 %, Dosierung: Hundegewicht: bis zu 5 kg - 2 Dosen. Gewicht des Hundes: 5-10kg- 3 Dosen."
15757,5060122490634,"APPLAWS Chicken Breast 156g Skład: Pierś z kurczaka 75%, Rosół z kurczaka 24%, Ryż 1%, Analiza Składu: Białko 13%, Włókno surowe 1%, Oleje i tłuszcze surowe 0,3%, Popiół surowy 2%, Wilgotność 82%, Dawkowanie: Waga psa: do 5kg - 2 puszki. Waga psa: 5-10kg - 3 puszki.","APPLAWS Hähnchenbrust 156g Zusammensetzung: Hühnerbrust 75 %, Hühnerbrühe 24 %, Reis 1 %, Analyse der Zusammensetzung: Eiweiß 13 %, Rohfaser 1 %, Rohöle und -fette 0,3 %, Rohasche 2 %, Feuchtigkeit 82 %, Dosierung: Hundegewicht: bis 5 kg - 2 Dosen. Gewicht des Hundes: 5-10kg - 3 Dosen."
15756,5060122491761,"APPLAWS Puppy Small & Medium Breed Chicken 2kg Skład: Kurczak 67% (z suszonego kurczaka), Mielone mięso z kurczaka 8%, Skrobia ziemniaczana 8%, Groch 8% (z suszonego groszku), Olej drobiowy 3% (źródło Omega 6), Pulpa buraczana, Sos drobiowy, Całe jaja (z suszonego Jajko), Błonnik Roślinny Celulozowy, Minerały, Olej z Łososia (źródło Omega 3 & EPA & DHA) Witaminy, Pomidor (z Suszonego Pomidora), Marchew (z Suszonej Marchwi), Ekstrakt z Cykorii (FOS), Mączka z Lucerny, Wodorosty/Kelp, Ekstrakt drożdżowy (oczyszczony beta-glukan min 0,1%), Glukozamina, Metylosulfonylometan, Chondroityna, Mięta pieprzowa, Mączka paprykowa, Kurkuma, Ekstrakt z tymianku, Ekstrakt z cytrusów, Analiza Składu: Białko 39%, Oleje i tłuszcze surowe 22%, Włókno surowe 4%, Popiół surowy 8,5%, Wapń 1,6%, Fosfor 1,31%, Węglowodany <21,5%, Dodatki: Witamina A (octan retinylu) 19 000 IU/kg, Witamina D3 (cholekalcyferol) 2000 IU/kg, Witamina E (octan alfa-tokoferolu) 640 mg/kg, Selenin sodu 0,33 mg/kg, Bezwodny jodan wapnia 3,26 mg/kg, Monohydrat siarczanu żelaza 233 mg, Pentahydrat siarczanu miedzi 40 mg/kg, Monohydrat siarczanu manganu 94 mg/kg, Monohydrat siarczanu cynku 444 mg/kg, Dawkowanie:Wiek/ Porcja w g/dzień: 0 - 2 miesięcy/ 50 - 100 g, 3 - 6 miesięcy/ 80 - 140 g","APPLAWS Puppy Small & Medium Breed Huhn 2kg Zusammensetzung: Huhn 67% (aus getrocknetem Huhn), gemahlenes Hühnerfleisch 8%, Kartoffelstärke 8%, Erbsen 8% (aus getrockneten Erbsen), Geflügelöl 3% (Quelle Omega 6), Rübenschnitzel, Geflügelsauce, ganze Eier (aus getrockneten Eiern), pflanzliche Zellulosefasern, Mineralien, Lachsöl (Quelle Omega 3 & EPA & DHA) Vitamine, Tomate (aus getrockneter Tomate), Karotte (aus getrockneter Karotte), Chicorée-Extrakt (FOS), Alfalfa-Mehl, Seetang/Tang, Hefeextrakt (gereinigtes Beta-Glucan mind. 0,1%), Glucosamin, Methylsulfonylmethan, Chondroitin, Pfefferminze, Pfeffermehl, Kurkuma, Thymianextrakt, Zitrusextrakt, Zusammensetzungsanalyse: Eiweiß 39%, Rohöle und -fette 22%, Rohfaser 4%, Rohasche 8,5%, Calcium 1,6%, Phosphor 1,31%, Kohlenhydrate <21,5%, Zusatzstoffe: Vitamin A (Retinylacetat) 19 000 IU/kg, Vitamin D3 (Cholecalciferol) 2000 IU/kg, Vitamin E (Alpha-Tocopherolacetat) 640 mg/kg, Natriumselenit 0,33 mg/kg, Calciumjodat wasserfrei 3,26 mg/kg, Eisensulfat-Monohydrat 233 mg, Kupfersulfat-Pentahydrat 40 mg/kg, Mangansulfat-Monohydrat 94 mg/kg, Zinksulfat-Monohydrat 444 mg/kg, Dosierung: Alter/Portion in g/Tag: 0 - 2 Monate/ 50 - 100 g, 3 - 6 Monate/ 80 - 140 g"
15755,5060122491785,"APPLAWS Adult Small & Medium Breed Chicken 2kg Skład: Kurczak 66% (z suszonego kurczaka), Mielony kurczak 8%, Groszek 8% (z suszonego groszku), Skrobia ziemniaczana 6%, Olej drobiowy 2,5% (źródło Omega 6), Pulpa buraczana, Sos drobiowy, Całe jajko (z suszonych Jajko), Błonnik roślinny z celulozy, Minerały, Witaminy, Olej z łososia (źródło omega 3), Pomidor (z suszonych ziemniaków), Ekstrakt z marchwi (z suszonej marchwi), Ekstrakt z cykorii (FOS), Mączka z lucerny, Wodorosty morskie, Ekstrakt z drożdży (oczyszczony) Beta Glukan 0,1%), Glukozamina, Metylosulfonylometan, Chondroityna, Marchew, Mięta pieprzowa, Mączka paprykowa, Kurkuma, Ekstrakt z tymianku, Ekstrakt z cytrusów, Analiza Składu: Białko 37%, Oleje i tłuszcze surowe 20%, Włókno surowe 4,5%, Popiół surowy 8,5%, Wapń 1,6%, Fosfor 1,33%, Węglowodany <23,5%, Dodatki: Witamina A (octan retinylu) 19 000 IU/kg, Witamina D3 (cholekalcyferol) 2000 IU/kg, Witamina E (octan alfa-tokoferolu) 640 mg/kg, Selenin sodu 0,33 mg/kg, Bezwodny jodan wapnia 3,26 mg/kg, Monohydrat siarczanu żelaza 233 mg, Pentahydrat siarczanu miedzi 40 mg/kg, Monohydrat siarczanu manganu 94 mg/kg, Monohydrat siarczanu cynku 444 mg/kg, Dawkowanie: Rozmiar rasy:	Mały i Miniaturowy/Średni, Oczekiwana waga: 2,5 - 12kg/ 12 - 25 kg, Dzienna porcja:45 - 155g/ 155 - 260g","APPLAWS Adult Kleine & Mittlere Rassen Huhn 2kg Zusammensetzung: Huhn 66% (aus getrocknetem Huhn), gemahlenes Huhn 8%, Erbsen 8% (aus getrockneten Erbsen), Kartoffelstärke 6%, Geflügelöl 2,5% (Quelle Omega 6), Rübenschnitzel, Geflügelsauce, Vollei (aus getrocknetem Ei), pflanzliche Zellulosefasern, Mineralstoffe, Vitamine, Lachsöl (Quelle Omega 3), Tomate (aus getrockneten Kartoffeln), Karottenextrakt (aus getrockneten Karotten), Chicorée-Extrakt (FOS), Alfalfa-Mehl, Seetang, Hefeextrakt (gereinigt), Beta-Glucan 0,1%), Glucosamin, Methylsulfonylmethan, Chondroitin, Karotte, Pfefferminze, Pfeffermehl, Kurkuma, Thymianextrakt, Zitrusextrakt, Analyse der Zusammensetzung: Eiweiß 37%, Rohöle und -fette 20%, Rohfaser 4,5%, Rohasche 8,5%, Calcium 1,6%, Phosphor 1,33%, Kohlenhydrate <23,5%, Zusatzstoffe: Vitamin A (Retinylacetat) 19 000 IU/kg, Vitamin D3 (Cholecalciferol) 2000 IU/kg, Vitamin E (Alpha-Tocopherolacetat) 640 mg/kg, Natriumselenit 0,33 mg/kg, Calciumjodat wasserfrei 3,26 mg/kg, Eisensulfat-Monohydrat 233 mg, Kupfersulfat-Pentahydrat 40 mg/kg, Mangansulfat-Monohydrat 94 mg/kg, Zinksulfat-Monohydrat 444 mg/kg, Dosierung: Rassegröße: Klein und Zwerg/Mittelgroß, Erwartetes Gewicht: 2,5 - 12kg/ 12 - 25kg, Tägliche Portion:45 - 155g/ 155 - 260g"""
15754,5060122491792,"APPLAWS Adult Small & Medium Breed Chicken With Lamb 15kg Skład: Kurczak 61% (z suszonego kurczaka), Mielone mięso z kurczaka 10,5%, Groszek 8% (z suszonego groszku), Skrobia ziemniaczana 6%, Olej drobiowy 2,5% (źródło Omega 6), Jagnięcina 5% (z suszonej jagnięciny), Pulpa buraczana, Sos drobiowy, Całe jajko (z suszonego jajka), Błonnik celulozowy, Minerały, Witaminy, Olej z łososia (źródło omega 3), Pomidor (z suszonego pomidora), Marchew (z suszonej marchwi), Ekstrakt z cykorii (FOS), Mączka z lucerny, Wodorosty morskie, Ekstrakt z drożdży (oczyszczony beta-glukan 0,1%), Glukozamina, Metylosulfonylometan, Chondroityna, Marchew, Mięta pieprzowa, Mączka paprykowa, Kurkuma, Ekstrakt z tymianku, Ekstrakt z cytrusów, Tauryna 1000 mg/kg, Ekstrakt z juk, Żurawina, Koper włoski, Ekstrakt z chleba świętojańskiego, Imbir, Ekstrakt z dzikiej róży, Ekstrakt z mniszka lekarskiego, Ekstrakt z olejku rozmarynowego, Oregano, Analiza Składu: Białko 38%, Oleje i tłuszcze surowe 20%, Włókno surowe 4,5%, Popiół surowy 8,5%, Wapń 1,8%, Fosfor 1,33%, Węglowodany <23,5%, Dodatki: Witamina A (octan retinylu) 19 000 IU/kg, Witamina D3 (cholekalcyferol) 2000 IU/kg, Witamina E (octan alfa-tokoferolu) 640 mg/kg, Selenin sodu 0,33 mg/kg, Bezwodny jodan wapnia 3,26 mg/kg, Monohydrat siarczanu żelaza 233 mg, Pentahydrat siarczanu miedzi 40 mg/kg, Monohydrat siarczanu manganu 94 mg/kg, Monohydrat siarczanu cynku 444 mg/kg, Dawkowanie: Rozmiar rasy:	Mały i Miniaturowy/ Średni, Oczekiwana waga dorosłego: 2,5 - 12kg/ 12 - 25 kg, Dzienna porcja: 45 - 155g/ 155 - 260g","APPLAWS Adult Kleine & Mittlere Rassen Huhn mit Lamm 15kg Zusammensetzung: Huhn 61% (aus getrocknetem Huhn), gemahlenes Hühnerfleisch 10,5%, Erbsen 8% (aus getrockneten Erbsen), Kartoffelstärke 6%, Geflügelöl 2,5% (Quelle für Omega 6), Lamm 5% (aus getrocknetem Lamm), Rübenschnitzel, Geflügelsauce, Vollei (aus getrocknetem Ei), Zellulosefasern, Mineralien, Vitamine, Lachsöl (Omega-3-Quelle), Tomate (aus getrockneter Tomate), Karotte (aus getrockneter Karotte), Chicorée-Extrakt (FOS), Alfalfa-Mehl, Meeresalgen, Hefeextrakt (gereinigtes Beta-Glucan 0,1%), Glucosamin, Methylsulfonylmethan, Chondroitin, Karotte, Pfefferminze, Pfeffermehl, Kurkuma, Thymianextrakt, Zitrusextrakt, Taurin 1000 mg/kg, Yucca-Extrakt, Cranberry, Fenchel, Johannisbrot-Extrakt, Ingwer, Hagebutten-Extrakt, Löwenzahn-Extrakt, Rosmarinöl-Extrakt, Oregano, Analyse der Zusammensetzung: Eiweiß 38%, Rohöle und -fette 20%, Rohfaser 4,5%, Rohasche 8,5%, Calcium 1,8%, Phosphor 1,33%, Kohlenhydrate <23,5%, Zusatzstoffe: Vitamin A (Retinylacetat) 19 000 IU/kg, Vitamin D3 (Cholecalciferol) 2000 IU/kg, Vitamin E (Alpha-Tocopherolacetat) 640 mg/kg, Natriumselenit 0,33 mg/kg, Calciumjodat wasserfrei 3,26 mg/kg, Eisensulfat-Monohydrat 233 mg, Kupfersulfat-Pentahydrat 40 mg/kg, Mangansulfat-Monohydrat 94 mg/kg, Zinksulfat-Monohydrat 444 mg/kg, Dosierung: Rassegröße: Klein und Miniatur/Mittelgroß, Erwartetes Gewicht bei Erwachsenen: 2,5 - 12kg/ 12 - 25kg, Tagesportion: 45 - 155g/ 155 - 260g"""
15753,5060333436223,"APPLAWS Adult Small & Medium Breed Chicken 7,5kg Skład: Kurczak 66% (z suszonego kurczaka), Mielony kurczak 8%, Groszek 8% (z suszonego groszku), Skrobia ziemniaczana 6%, Olej drobiowy 2,5% (źródło Omega 6), Pulpa buraczana, Sos drobiowy, Całe jajko (z suszonych Jajko), Błonnik roślinny z celulozy, Minerały, Witaminy, Olej z łososia (źródło omega 3), Pomidor (z suszonych ziemniaków), Ekstrakt z marchwi (z suszonej marchwi), Ekstrakt z cykorii (FOS), Mączka z lucerny, Wodorosty morskie, Ekstrakt z drożdży (oczyszczony), Beta Glukan 0,1%), Glukozamina, Metylosulfonylometan, Chondroityna, Marchew, Mięta pieprzowa, Mączka paprykowa, Kurkuma, Ekstrakt z tymianku, Ekstrakt z cytrusów, Tauryna 1000 mg/kg, Ekstrakt z juki, Żurawina, Ekstrakt z kopru włoskiego, Ekstrakt z chleba świętojańskiego, Imbir, Ekstrakt z dzikiej róży, Mniszek lekarski, Ekstrakt z olejku rozmarynowego, Oregano, Analiza Składu: Białko 37%, Oleje i tłuszcze surowe 20%, Włókno surowe 4,5%, Popiół surowy 8,5%, Wapń 1,6%, Fosfor 1,33%, Węglowodany <23,5%, Dodatki: Witamina A (octan retinylu) 19 000 IU/kg, Witamina D3 (cholekalcyferol) 2000 IU/kg, Witamina E (octan alfa-tokoferolu) 640 mg/kg, Selenin sodu 0,33 mg/kg, Bezwodny jodan wapnia 3,26 mg/kg, Monohydrat siarczanu żelaza 233 mg, Pentahydrat siarczanu miedzi 40 mg/kg, Monohydrat siarczanu manganu 94 mg/kg, Monohydrat siarczanu cynku 444 mg/kg, Dawkowanie: Rozmiar rasy: Mały i Miniaturowy/ Średni, Oczekiwana waga: 2,5 - 12kg/ 12 - 25 kg, Dzienna porcja: 45 - 155g/ 155 - 260g","APPLAWS Adult Kleine & Mittlere Rassen Huhn 7.5kg Zutaten: Huhn 66% (aus getrocknetem Huhn), gemahlenes Huhn 8%, Erbsen 8% (aus getrockneten Erbsen), Kartoffelstärke 6%, Geflügelöl 2,5% (Quelle für Omega 6), Rübenschnitzel, Geflügelsauce, Vollei (aus getrocknetem Ei) Pflanzliche Zellulosefasern, Mineralien, Vitamine, Lachsöl (Omega-3-Quelle), Tomate (aus getrockneten Kartoffeln), Karottenextrakt (aus getrockneten Karotten), Chicorée-Extrakt (FOS), Alfalfa-Mehl, Seetang, Hefeextrakt (gereinigt), Beta-Glucan 0,1%), Glucosamin, Methylsulfonylmethan, Chondroitin, Karotte, Pfefferminze, Pfeffermehl, Kurkuma, Thymianextrakt, Zitrusextrakt, Taurin 1000 mg/kg, Yucca-Extrakt, Cranberry, Fenchel-Extrakt, Johannisbrot-Extrakt, Ingwer, Hagebutten-Extrakt, Löwenzahn, Rosmarinöl-Extrakt, Oregano, Analyse der Zusammensetzung: Eiweiß 37%, Rohöle und -fette 20%, Rohfaser 4,5%, Rohasche 8,5%, Calcium 1,6%, Phosphor 1,33%, Kohlenhydrate <23,5%, Zusatzstoffe: Vitamin A (Retinylacetat) 19 000 IU/kg, Vitamin D3 (Cholecalciferol) 2000 IU/kg, Vitamin E (Alpha-Tocopherolacetat) 640 mg/kg, Natriumselenit 0,33 mg/kg, Calciumjodat wasserfrei 3,26 mg/kg, Eisensulfat-Monohydrat 233 mg, Kupfersulfat-Pentahydrat 40 mg/kg, Mangansulfat-Monohydrat 94 mg/kg, Zinksulfat-Monohydrat 444 mg/kg, Dosierung: Rassegröße: Klein und Zwerg/Mittel, Erwartetes Gewicht: 2,5 - 12kg/ 12 - 25kg, Tägliche Portion: 45 - 155g/ 155 - 260g"
15752,5060333436247,"APPLAWS Adult Small & Medium Breed Chicken With Lamb 7,5kg Skład: Kurczak 61% (z suszonego kurczaka), Mielone mięso z kurczaka 10,5%, Groszek 8% (z suszonego groszku), Skrobia ziemniaczana 6%, Olej drobiowy 2,5% (źródło Omega 6), Jagnięcina 5% (z suszonej jagnięciny), Pulpa buraczana, Sos drobiowy, Całe jajko (z suszonego jajka), Błonnik celulozowy, Minerały, Witaminy, Olej z łososia (źródło omega 3), Pomidor (z suszonego pomidora), Marchew (z suszonej marchwi), Ekstrakt z cykorii (FOS), Mączka z lucerny, Wodorosty morskie, Ekstrakt z drożdży (oczyszczony beta-glukan 0,1%), Glukozamina, Metylosulfonylometan, Chondroityna, Marchew, Mięta pieprzowa, Mączka paprykowa, Kurkuma, Ekstrakt z tymianku, Ekstrakt z cytrusów, Tauryna 1000 mg/kg, Ekstrakt z juki, Żurawina, Koper włoski, Ekstrakt z chleba świętojańskiego, Imbir, Ekstrakt z dzikiej róży, Ekstrakt z mniszka lekarskiego, Ekstrakt z olejku rozmarynowego, Oregano, Analiza Składu: Białko 38%, Oleje i tłuszcze surowe 20%, Włókno surowe 4,5%,Popiół surowy 8,5%, Wapń 1,8%, Fosfor 1,33%, Węglowodany <23,5%, Dodatki: Witamina A (octan retinylu) 19 000 IU/kg,, Witamina D3 (cholekalcyferol) 2000 IU/kg, Witamina E (octan alfa-tokoferolu) 640 mg/kg, Selenin sodu 0,33 mg/kg, Bezwodny jodan wapnia 3,26 mg/kg, Monohydrat siarczanu żelaza 233 mg, Pentahydrat siarczanu miedzi 40 mg/kg, Monohydrat siarczanu manganu 94 mg/kg, Monohydrat siarczanu cynku 444 mg/kg, Dawkowanie: Rozmiar rasy:	Mały i Miniaturowy/ Średni, Oczekiwana waga dorosłego: 2,5 - 12kg/ 12 - 25 kg, Dzienna porcja: 45 - 155g/ 155 - 260g","APPLAWS Adult Kleine & Mittlere Rassen Huhn mit Lamm 7.5kg Zutaten: Huhn 61% (aus getrocknetem Huhn), gemahlenes Hühnerfleisch 10,5%, Erbsen 8% (aus getrockneten Erbsen), Kartoffelstärke 6%, Geflügelöl 2,5% (Quelle für Omega 6), Lamm 5% (aus getrocknetem Lamm), Rübenschnitzel, Geflügelsauce, Vollei (aus getrocknetem Ei), Zellulosefasern, Mineralien, Vitamine, Lachsöl (Omega-3-Quelle), Tomate (aus getrockneter Tomate), Karotte (aus getrockneter Karotte), Chicorée-Extrakt (FOS), Alfalfa-Mehl, Meeresalgen, Hefeextrakt (gereinigtes Beta-Glucan 0,1%), Glucosamin, Methylsulfonylmethan, Chondroitin, Karotte, Pfefferminze, Pfeffermehl, Kurkuma, Thymianextrakt, Zitrusextrakt, Taurin 1000 mg/kg, Yucca-Extrakt, Cranberry, Fenchel, Johannisbrot-Extrakt, Ingwer, Hagebutten-Extrakt, Löwenzahn-Extrakt, Rosmarinöl-Extrakt, Oregano, Analyse der Zusammensetzung: Eiweiß 38%, Rohöle und -fette 20%, Rohfaser 4,5%, Rohasche 8,5%, Calcium 1,8%, Phosphor 1,33%, Kohlenhydrate <23,5%, Zusatzstoffe: Vitamin A (Retinylacetat) 19 000 IU/kg, Vitamin D3 (Cholecalciferol) 2000 IU/kg, Vitamin E (Alpha-Tocopherolacetat) 640 mg/kg, Natriumselenit 0,33 mg/kg, Calciumjodat wasserfrei 3,26 mg/kg, Eisensulfat-Monohydrat 233 mg, Kupfersulfat-Pentahydrat 40 mg/kg, Mangansulfat-Monohydrat 94 mg/kg, Zinksulfat-Monohydrat 444 mg/kg, Dosierung: Rassegröße: Klein und Zwerg/Mittel, Erwartetes Gewicht bei Erwachsenen: 2,5 - 12kg/ 12 - 25kg, Tagesportion: 45 - 155g/ 155 - 260g"""
15751,5060333436230,"APPLAWS Adult Large Breed Chicken 7,5kg Skład: Kurczak 66% (z suszonego kurczaka), Mielony kurczak 8%, Groszek 8% (z suszonego groszku), Skrobia ziemniaczana 6%, Olej drobiowy 2,5% (źródło Omega 6), Pulpa buraczana, Sos drobiowy, Całe jajko (z suszonych Jajko), Błonnik celulozowy, Minerały, Witaminy, Olej z łososia (źródło omega 3), Pomidor (z suszonych pomidorów), Marchew (z suszonej marchwi), Ekstrakt z cykorii (FOS), Mączka z lucerny, Wodorosty morskie, Ekstrakt z drożdży (oczyszczony) Beta Glukan 0,1%), Glukozamina, Metylosulfonylometan, Chondroityna, Marchew, Mięta pieprzowa, Mączka paprykowa, Kurkuma, Ekstrakt z tymianku, Ekstrakt z cytrusów, Tauryna, 1000 mg/kg, Ekstrakt z juki, Żurawina, Ekstrakt z kopru włoskiego, Ekstrakt z chleba świętojańskiego, Imbir, Ekstrakt z dzikiej róży, Mniszek lekarski Ekstrakt, Ekstrakt z olejku rozmarynowego, Oregano, Analiza Składu: Białko 37%, Oleje i tłuszcze surowe 19%, Włókno surowe 4,5%, Popiół surowy 8%, Wapń 1,34%, Fosfor 1,33%, Węglowodany <21,5%, Dodatki: Witamina A (octan retinylu) 19 000 IU/kg, Witamina D3 (cholekalcyferol) 2000 IU/kg, Witamina E (octan alfa-tokoferolu) 640 mg/kg, Selenin sodu 0,33 mg/kg, Bezwodny jodan wapnia 3,26 mg/kg, Monohydrat siarczanu żelaza 233 mg, Pentahydrat siarczanu miedzi 40 mg/kg, Monohydrat siarczanu manganu 94 mg/kg, Monohydrat siarczanu cynku 444 mg/kg, Dawkowanie: Rozmiar rasy:Duży, Oczekiwana waga dorosłego: 25 - 45kg, Dzienna porcja: 260 - 486g","APPLAWS Adult Huhn für große Rassen 7,5 kg Zutaten: Huhn 66% (aus getrocknetem Huhn), gemahlenes Huhn 8%, Erbsen 8% (aus getrockneten Erbsen), Kartoffelstärke 6%, Geflügelöl 2,5% (Quelle für Omega 6), Rübenschnitzel, Geflügelsauce, Vollei (aus getrocknetem Ei) Zellulosefaser, Mineralstoffe, Vitamine, Lachsöl (Omega-3-Quelle), Tomate (aus getrockneten Tomaten), Karotte (aus getrockneten Karotten), Chicorée-Extrakt (FOS), Alfalfa-Mehl, Algen, Hefeextrakt (gereinigt) Beta Glucan 0,1%), Glucosamin, Methylsulfonylmethan, Chondroitin, Karotte, Pfefferminze, Pfeffermehl, Kurkuma, Thymianextrakt, Zitrusextrakt, Taurin, 1000 mg/kg, Yucca-Extrakt, Cranberry, Fenchel-Extrakt, Johannisbrot-Extrakt, Ingwer, Hagebutten-Extrakt, Löwenzahn-Extrakt, Rosmarinöl-Extrakt, Oregano, Analyse der Zusammensetzung: Eiweiß 37%, Rohöle und -fette 19%, Rohfaser 4,5%, Rohasche 8%, Calcium 1,34%, Phosphor 1,33%, Kohlenhydrate <21,5%, Zusatzstoffe: Vitamin A (Retinylacetat) 19 000 IU/kg, Vitamin D3 (Cholecalciferol) 2000 IU/kg, Vitamin E (Alpha-Tocopherolacetat) 640 mg/kg, Natriumselenit 0,33 mg/kg, Calciumjodat wasserfrei 3,26 mg/kg, Eisensulfat-Monohydrat 233 mg, Kupfersulfat-Pentahydrat 40 mg/kg, Mangansulfat-Monohydrat 94 mg/kg, Zinksulfat-Monohydrat 444 mg/kg, Dosierung: Rassegröße:Large, Erwartetes Gewicht bei Erwachsenen: 25 - 45kg, Tagesportion: 260 - 486g"
15750,5060333436261,"APPLAWS Senior All Breeds Chicken 7,5kg Skład: Kurczak 65% (z suszonego kurczaka), Mielone mięso z kurczaka 9%, Groszek 8%, Skrobia ziemniaczana 7%, Pulpa buraczana, Olej drobiowy 1,5% (źródło Omega 6 ), Pomidor (z suszonego pomidora), Sos drobiowy, Całe jajko (z suszone jajko), Błonnik roślinny celulozy, Minerały witaminy, Olej z łososia (źródło omega 3), Olej kokosowy (źródło naturalnego MCT), Analiza Składu: Białko 37%, Oleje i tłuszcze surowe 16%, Włókno surowe 5,25%, Materia nieorganiczna 8%, Wapń 1,34%, Fosfor 1,32%, Węglowodany <25,8%, Dodatki: Witamina A (octan retinylu) 19 000 IU/kg, Witamina D3 (cholekalcyferol) 2000 IU/kg, Witamina E (octan alfa-tokoferolu) 640 mg/kg, Selenin sodu 0,33 mg/kg, Bezwodny jodan wapnia 3,26 mg/kg, Monohydrat siarczanu żelaza 233 mg, Pentahydrat siarczanu miedzi 40 mg/kg, Monohydrat siarczanu manganu 94 mg/kg, Monohydrat siarczanu cynku 444 mg/kg, Dawkowanie: Rozmiar rasy: Mała i Miniaturka/ Średni/ Duży/ Olbrzymi, Oczekiwana waga dorosłego: 2,5 - 12kg/ 12 - 25 kg/ 25 - 45kg/ 45 - 70kg, Dzienna porcja: 45 - 155g/ 155 - 260g/ 260 - 486g/ 468 - 778g","APPLAWS Senior All Breeds Huhn 7.5kg Zusammensetzung: Hühnerfleisch 65% (aus getrocknetem Hühnerfleisch), gemahlenes Hühnerfleisch 9%, Erbsen 8%, Kartoffelstärke 7%, Rübenschnitzel, Geflügelöl 1,5% (Quelle Omega 6), Tomate (aus getrockneter Tomate), Geflügelsauce, Vollei (aus getrocknetem Ei), pflanzliche Zellulosefasern, Vitamin-Mineralstoffe, Lachsöl (Quelle Omega 3), Kokosnussöl (Quelle natürliche MCT), Analyse der Zusammensetzung: Eiweiß 37%, Rohöle und -fette 16%, Rohfaser 5,25%, anorganische Stoffe 8%, Calcium 1,34%, Phosphor 1,32%, Kohlenhydrate <25,8%, Zusatzstoffe: Vitamin A (Retinylacetat) 19 000 IU/kg, Vitamin D3 (Cholecalciferol) 2000 IU/kg, Vitamin E (Alpha-Tocopherolacetat) 640 mg/kg, Natriumselenit 0,33 mg/kg, Calciumjodat wasserfrei 3,26 mg/kg, Eisensulfat-Monohydrat 233 mg, Kupfersulfat-Pentahydrat 40 mg/kg, Mangansulfat-Monohydrat 94 mg/kg, Zinksulfat-Monohydrat 444 mg/kg, Dosierung: Rassegröße: Klein und Miniatur/ Mittel/ Groß/ Riese, Erwartetes Gewicht bei Erwachsenen: 2,5 - 12kg/ 12 - 25kg/ 25 - 45kg/ 45 - 70kg, Tagesportion: 45 - 155g/ 155 - 260g/ 260 - 486g/ 468 - 778g"
